PT_2006;Cobitis calderoni;Dipturus batis;Iberochondrostoma Iusitanicus;Rostroraja alba;Squalius torgalensis;Squatina squatina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PT_2005;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PT_2004;Epinephelus marginatus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PT_2003;Raja undulata;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RO_2010;Numenius tenuirostris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RO_2009;Acipenser gueldenstaedtii;Acipenser nudiventris;Acipenser stellatus;Ampedus quadrisignatus;Buprestis splendens;Huso huso;Limoniscus violaceus;Ropalopus ungaricus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RO_2008;Anguilla anguilla;Branta ruficollis;Hucho hucho;Knipowitschia cameliae;Monachus monachus;Mustela lutreola;Neophron percnopterus;Oxyura leucocephala;Romanichthys valsanicola;Scardinius racovitzai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RO_2007;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RO_2006;Squatina squatina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RO_2005;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RO_2004;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RO_2003;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SE_2010;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SE_2009;Bupestris splendens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SE_2008;Anguilla anguilla;Balaenoptera physalus;Coregonus trybomi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SE_2007;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SE_2006;Squatina squatina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SE_2005;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SE_2004;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SE_2003;Erioderma pedicellatum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SI_2010;Austropotamobius pallipes;Kerkia kusceri;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SI_2009;Ropalopus ungaricus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SI_2008;Alburnus sarmaticus;Anguilla anguilla;Hucho hucho;Monachus monachus;Neophron percnopterus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SI_2007;Rhinobatos cemiculus;Rhinobatos rhinobatos;Squatina oculata;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SI_2006;Chondrostoma soetta;Dipturus batis;Romanogobio benacensis;Rostroraja alba;Squatina squatina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SI_2005;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SI_2004;Epinephelus marginatus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SI_2003;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SK_2010;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SK_2009;Ampedus quadrisignatus;Huso huso;Limoniscus violaceus;Ropalopus ungaricus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SK_2008;Anguilla anguilla;Hucho hucho;Mustela lutreola;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SK_2007;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SK_2006;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SK_2005;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SK_2004;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SK_2003;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UK_2010;Austropotamobius pallipes;Margaritifera auricularia;Puffinus mauretanicus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UK_2009;Acipenser sturio;Limoniscus violaceus;Numenius borealis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UK_2008;Anguilla anguilla;Balaenoptera borealis;Balaenoptera musculus;Balaenoptera physalus;Coregonus pennantii;Coregonus pollan;Coregonus stigmaticus;Coregonus vandesius;Eubalaena glacialis;Salvelinus grayi;Salvelinus Ionsdalii;Salvelinus willoughbii;Weissia multicapsularis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UK_2007;Rhinobatos rhinobatos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UK_2006;Dipturus batis;Rostroraja alba;Squatina squatina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UK_2005;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UK_2004;Epinephelus marginatus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UK_2003;Raja undulata;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
